site,year,species,D_cm,H_m,V_m3,X,Y,weight
11212,2003,Fagus sylvatica,19.54,15.5,0.178,NA,NA,88
11212,2003,Fagus sylvatica,20.04,15,0.179,NA,NA,88
11212,2003,Fagus sylvatica,24.72,16.7,0.309,NA,NA,244
11212,2003,Fagus sylvatica,24.91,21.2,0.422,NA,NA,39
11212,2003,other broadleaved,8.18,7,0.016,NA,NA,88
11212,2003,other broadleaved,10.34,9.5,0.031,NA,NA,88
11212,2003,other broadleaved,11.06,10,0.037,NA,NA,88
11212,2004,Fagus sylvatica,12.37,12.9,0.056,NA,NA,88
11212,2004,Fagus sylvatica,14.08,13.7,0.078,NA,NA,88
11212,2004,Fagus sylvatica,15.38,13.2,0.088,NA,NA,88
11212,2004,Fagus sylvatica,16.6,17.9,0.154,NA,NA,88
11212,2004,Fagus sylvatica,19.81,15.9,0.185,NA,NA,88
11212,2004,Fagus sylvatica,20.27,15.5,0.185,NA,NA,88
11212,2004,Fagus sylvatica,25.06,17.1,0.32,NA,NA,244
11212,2004,Fagus sylvatica,25.24,21.5,0.438,NA,NA,39
11212,2004,other broadleaved,8.24,7.6,0.016,NA,NA,88
11212,2004,other broadleaved,10.43,9.9,0.032,NA,NA,88
11212,2004,other broadleaved,11.16,10.4,0.038,NA,NA,88
1122584,2010,Picea abies,6.31,4,0.007,NA,NA,176
1122584,2010,Picea abies,79.89,32.3,5.001,NA,NA,14
1122584,2010,Betula pendula,38.83,28,1.354,NA,NA,14
1122584,2010,other broadleaved,37.29,24.5,1.15,NA,NA,14
1122584,2010,other broadleaved,53.94,24.7,2.373,NA,NA,14
1122584,2010,other broadleaved,6.54,17,0.027,NA,NA,88
1122584,2010,other broadleaved,7.56,10.9,0.02,NA,NA,88
1122584,2010,other broadleaved,8.26,11.7,0.025,NA,NA,88
1122584,2010,other broadleaved,9.37,11,0.029,NA,NA,88
1122584,2010,other broadleaved,9.97,11,0.032,NA,NA,176
1122584,2010,other broadleaved,17.62,22.6,0.231,NA,NA,88
1122584,2010,other broadleaved,26.19,24.2,0.555,NA,NA,315
1122584,2011,Picea abies,6.4,4.5,0.007,NA,NA,176
1122584,2011,Picea abies,80.15,33.5,5.212,NA,NA,14
1122584,2011,Betula pendula,39.28,28.4,1.393,NA,NA,14
1122584,2011,other broadleaved,37.55,24.6,1.169,NA,NA,14
1122584,2011,other broadleaved,54.31,24.8,2.417,NA,NA,14
1122584,2011,other broadleaved,6.56,17.1,0.028,NA,NA,88
1122584,2011,other broadleaved,7.61,11.2,0.02,NA,NA,88
1122584,2011,other broadleaved,8.31,11.9,0.026,NA,NA,88
1122584,2011,other broadleaved,9.42,11.2,0.029,NA,NA,88
1122584,2011,other broadleaved,10.03,11.2,0.033,NA,NA,176
1122584,2011,other broadleaved,17.71,22.7,0.236,NA,NA,88
1122584,2011,other broadleaved,26.34,24.3,0.564,NA,NA,315
1122584,2012,Picea abies,6.46,5.2,0.008,NA,NA,176
1122584,2012,Picea abies,80.62,34.4,5.502,NA,NA,14
1122584,2012,Betula pendula,39.85,28.8,1.445,NA,NA,14
1122584,2012,other broadleaved,37.84,24.7,1.19,NA,NA,14
1122584,2012,other broadleaved,54.71,25,2.457,NA,NA,14
1122584,2012,other broadleaved,6.59,17.2,0.028,NA,NA,88
1122584,2012,other broadleaved,7.66,11.4,0.021,NA,NA,88
1122584,2012,other broadleaved,8.36,12.1,0.026,NA,NA,88
1122584,2012,other broadleaved,9.48,11.5,0.03,NA,NA,88
1122584,2012,other broadleaved,10.09,11.5,0.033,NA,NA,176
1122584,2012,other broadleaved,17.8,22.9,0.239,NA,NA,88
1122584,2012,other broadleaved,26.5,24.5,0.573,NA,NA,315
1122584,2013,Picea abies,6.46,5.6,0.008,NA,NA,176
1122584,2013,Picea abies,81.1,34.7,5.811,NA,NA,14
1122584,2013,Betula pendula,40.38,29,1.497,NA,NA,14
1122584,2013,other broadleaved,38.1,24.9,1.214,NA,NA,14
1122584,2013,other broadleaved,55.1,25.2,2.502,NA,NA,14
1122584,2013,other broadleaved,6.62,17.3,0.028,NA,NA,88
1122584,2013,other broadleaved,7.72,11.7,0.021,NA,NA,88
1122584,2013,other broadleaved,8.41,12.4,0.027,NA,NA,88
1122584,2013,other broadleaved,9.55,11.7,0.031,NA,NA,88
1122584,2013,other broadleaved,10.15,11.7,0.034,NA,NA,176
1122584,2013,other broadleaved,17.89,23,0.242,NA,NA,88
1122584,2013,other broadleaved,26.66,24.7,0.582,NA,NA,315
1122584,2014,Picea abies,6.46,5.7,0.008,NA,NA,176
1122584,2014,Picea abies,81.49,34.9,6.071,NA,NA,14
1122584,2014,Betula pendula,40.86,29.2,1.542,NA,NA,14
1122584,2014,other broadleaved,38.34,24.9,1.23,NA,NA,14
1122584,2014,other broadleaved,55.46,25.3,2.54,NA,NA,14
1122584,2014,other broadleaved,6.62,17.3,0.028,NA,NA,88
1122584,2014,other broadleaved,7.76,11.9,0.022,NA,NA,88
1122584,2014,other broadleaved,8.46,12.6,0.027,NA,NA,88
1122584,2014,other broadleaved,9.6,11.9,0.031,NA,NA,88
1122584,2014,other broadleaved,10.21,11.9,0.034,NA,NA,176
1122584,2014,other broadleaved,17.97,23.1,0.245,NA,NA,88
1122584,2014,other broadleaved,26.81,24.9,0.591,NA,NA,315
1122584,2015,Picea abies,6.46,5.8,0.008,NA,NA,176
1122584,2015,Picea abies,81.94,35.1,6.388,NA,NA,14
1122584,2015,Betula pendula,41.37,29.4,1.59,NA,NA,14
1122584,2015,other broadleaved,38.6,25.1,1.255,NA,NA,14
1122584,2015,other broadleaved,55.86,25.4,2.587,NA,NA,14
1122584,2015,other broadleaved,6.61,17.3,0.028,NA,NA,88
1122584,2015,other broadleaved,7.82,12.1,0.022,NA,NA,88
1122584,2015,other broadleaved,8.52,12.8,0.028,NA,NA,88
1122584,2015,other broadleaved,9.66,12.2,0.032,NA,NA,88
1122584,2015,other broadleaved,10.28,12.2,0.035,NA,NA,176
1122584,2015,other broadleaved,18.06,23.3,0.248,NA,NA,88
1122584,2015,other broadleaved,26.97,25.1,0.6,NA,NA,315
1126513,2010,Fagus sylvatica,29.43,15.2,0.492,NA,NA,39
1126513,2010,Fagus sylvatica,6.28,7.8,0.013,NA,NA,88
1126513,2010,Fagus sylvatica,7.39,7.9,0.017,NA,NA,264
1126513,2010,Fagus sylvatica,8.71,7.9,0.023,NA,NA,88
1126513,2010,Quercus robur,29.84,13.6,0.438,NA,NA,39
1126513,2010,other broadleaved,7.4,7.8,0.017,NA,NA,88
1126513,2010,other broadleaved,8.31,7.8,0.021,NA,NA,88
1126513,2010,other broadleaved,8.91,7.8,0.024,NA,NA,88
1126513,2010,other broadleaved,24.74,13.8,0.275,NA,NA,39
1126513,2011,Fagus sylvatica,30.24,15.7,0.522,NA,NA,39
1126513,2011,Fagus sylvatica,6.66,8.7,0.015,NA,NA,88
1126513,2011,Fagus sylvatica,7.81,8.7,0.02,NA,NA,264
1126513,2011,Fagus sylvatica,9.16,8.8,0.026,NA,NA,88
1126513,2011,Quercus robur,30.7,14.1,0.472,NA,NA,39
1126513,2011,other broadleaved,7.83,8.7,0.019,NA,NA,88
1126513,2011,other broadleaved,8.76,8.7,0.024,NA,NA,88
1126513,2011,other broadleaved,9.39,8.7,0.027,NA,NA,88
1126513,2011,other broadleaved,25.52,14.5,0.297,NA,NA,39
1126513,2012,Fagus sylvatica,31.12,16.3,0.558,NA,NA,39
1126513,2012,Fagus sylvatica,7.25,9.6,0.018,NA,NA,88
1126513,2012,Fagus sylvatica,8.46,9.7,0.023,NA,NA,264
1126513,2012,Fagus sylvatica,9.86,9.8,0.031,NA,NA,88
1126513,2012,Quercus robur,31.8,14.7,0.515,NA,NA,39
1126513,2012,other broadleaved,8.51,9.7,0.023,NA,NA,88
1126513,2012,other broadleaved,9.5,9.8,0.028,NA,NA,88
1126513,2012,other broadleaved,10.14,9.8,0.032,NA,NA,88
1126513,2012,other broadleaved,26.4,15.4,0.323,NA,NA,39
1126513,2013,Fagus sylvatica,31.82,16.7,0.585,NA,NA,39
1126513,2013,Fagus sylvatica,7.74,10.3,0.021,NA,NA,88
1126513,2013,Fagus sylvatica,8.99,10.5,0.027,NA,NA,264
1126513,2013,Fagus sylvatica,10.44,10.6,0.035,NA,NA,88
1126513,2013,Quercus robur,32.93,15.3,0.56,NA,NA,39
1126513,2013,other broadleaved,9.17,10.7,0.028,NA,NA,88
1126513,2013,other broadleaved,10.21,10.8,0.033,NA,NA,88
1126513,2013,other broadleaved,10.88,10.8,0.037,NA,NA,88
1126513,2013,other broadleaved,27.26,16.1,0.349,NA,NA,39
1126513,2014,Fagus sylvatica,32.49,17.1,0.613,NA,NA,39
1126513,2014,Fagus sylvatica,8.21,11,0.024,NA,NA,88
1126513,2014,Fagus sylvatica,9.49,11.1,0.03,NA,NA,264
1126513,2014,Fagus sylvatica,10.98,11.2,0.039,NA,NA,88
1126513,2014,Quercus robur,33.97,15.8,0.606,NA,NA,39
1126513,2014,other broadleaved,9.8,11.5,0.032,NA,NA,88
1126513,2014,other broadleaved,10.87,11.6,0.038,NA,NA,88
1126513,2014,other broadleaved,11.56,11.7,0.042,NA,NA,88
1126513,2014,other broadleaved,28.05,16.8,0.374,NA,NA,39
1126513,2015,Fagus sylvatica,33.19,17.4,0.644,NA,NA,39
1126513,2015,Fagus sylvatica,8.7,11.6,0.027,NA,NA,88
1126513,2015,Fagus sylvatica,10.02,11.8,0.034,NA,NA,264
1126513,2015,Fagus sylvatica,11.55,11.9,0.043,NA,NA,88
1126513,2015,Quercus robur,35.08,16.2,0.654,NA,NA,39
1126513,2015,other broadleaved,10.47,12.4,0.037,NA,NA,88
1126513,2015,other broadleaved,11.58,12.5,0.044,NA,NA,88
1126513,2015,other broadleaved,12.29,12.6,0.049,NA,NA,88
1126513,2015,other broadleaved,28.9,17.5,0.402,NA,NA,39
1126897,2010,Fagus sylvatica,6.53,10.8,0.016,NA,NA,176
1126897,2010,Fagus sylvatica,7.33,11,0.019,NA,NA,88
1126897,2010,Fagus sylvatica,7.94,11,0.022,NA,NA,88
1126897,2010,Fagus sylvatica,12.96,11.1,0.053,NA,NA,88
1126897,2010,Fagus sylvatica,14.27,11.1,0.064,NA,NA,88
1126897,2010,Fagus sylvatica,15.48,11.1,0.076,NA,NA,88
1126897,2010,Fagus sylvatica,16.39,11.5,0.089,NA,NA,88
1126897,2010,Fagus sylvatica,23.2,13.9,0.226,NA,NA,156
1126897,2010,Abies alba,44.59,19.8,1.122,NA,NA,28
1126897,2010,Abies alba,62.08,20,1.958,NA,NA,14
1126897,2010,other broadleaved,8.65,6.3,0.015,NA,NA,88
1126897,2010,other broadleaved,10.35,8,0.025,NA,NA,88
1126897,2010,other broadleaved,16.2,12.3,0.095,NA,NA,88
1126897,2010,other broadleaved,21.63,12.3,0.17,NA,NA,88
1126897,2011,Fagus sylvatica,6.62,11.4,0.016,NA,NA,176
1126897,2011,Fagus sylvatica,7.43,11.6,0.02,NA,NA,88
1126897,2011,Fagus sylvatica,8.04,11.7,0.023,NA,NA,88
1126897,2011,Fagus sylvatica,13.12,11.9,0.055,NA,NA,88
1126897,2011,Fagus sylvatica,14.44,11.9,0.067,NA,NA,88
1126897,2011,Fagus sylvatica,15.66,12,0.078,NA,NA,88
1126897,2011,Fagus sylvatica,16.56,12.3,0.092,NA,NA,88
1126897,2011,Fagus sylvatica,23.59,14.5,0.236,NA,NA,156
1126897,2011,Abies alba,45.54,20.4,1.191,NA,NA,28
1126897,2011,Abies alba,63.15,20.5,2.059,NA,NA,14
1126897,2011,other broadleaved,8.81,7.2,0.015,NA,NA,88
1126897,2011,other broadleaved,10.51,9.1,0.027,NA,NA,88
1126897,2011,other broadleaved,16.43,13,0.099,NA,NA,88
1126897,2011,other broadleaved,21.91,13.1,0.176,NA,NA,88
1126897,2012,Fagus sylvatica,6.7,12,0.017,NA,NA,176
1126897,2012,Fagus sylvatica,7.53,12.2,0.021,NA,NA,88
1126897,2012,Fagus sylvatica,8.15,12.3,0.024,NA,NA,88
1126897,2012,Fagus sylvatica,13.28,12.7,0.058,NA,NA,88
1126897,2012,Fagus sylvatica,14.61,12.8,0.069,NA,NA,88
1126897,2012,Fagus sylvatica,15.83,12.8,0.081,NA,NA,88
1126897,2012,Fagus sylvatica,16.76,13,0.095,NA,NA,88
1126897,2012,Fagus sylvatica,24.01,15.2,0.247,NA,NA,156
1126897,2012,Abies alba,46.71,21,1.275,NA,NA,28
1126897,2012,Abies alba,64.45,21.2,2.189,NA,NA,14
1126897,2012,other broadleaved,9.05,8.5,0.017,NA,NA,88
1126897,2012,other broadleaved,10.73,10.3,0.028,NA,NA,88
1126897,2012,other broadleaved,16.67,13.8,0.103,NA,NA,88
1126897,2012,other broadleaved,22.23,13.9,0.183,NA,NA,88
1126897,2013,Fagus sylvatica,6.78,12.4,0.017,NA,NA,176
1126897,2013,Fagus sylvatica,7.61,12.7,0.022,NA,NA,88
1126897,2013,Fagus sylvatica,8.24,12.8,0.025,NA,NA,88
1126897,2013,Fagus sylvatica,13.43,13.4,0.06,NA,NA,88
1126897,2013,Fagus sylvatica,14.77,13.5,0.071,NA,NA,88
1126897,2013,Fagus sylvatica,16,13.5,0.083,NA,NA,88
1126897,2013,Fagus sylvatica,16.95,13.6,0.098,NA,NA,88
1126897,2013,Fagus sylvatica,24.38,15.7,0.258,NA,NA,156
1126897,2013,Abies alba,47.74,21.5,1.355,NA,NA,28
1126897,2013,Abies alba,65.6,21.6,2.305,NA,NA,14
1126897,2013,other broadleaved,9.22,9.7,0.017,NA,NA,88
1126897,2013,other broadleaved,10.92,11.5,0.029,NA,NA,88
1126897,2013,other broadleaved,16.89,14.4,0.107,NA,NA,88
1126897,2013,other broadleaved,22.5,14.7,0.189,NA,NA,88
1126897,2014,Fagus sylvatica,6.84,12.8,0.018,NA,NA,176
1126897,2014,Fagus sylvatica,7.69,13.1,0.022,NA,NA,88
1126897,2014,Fagus sylvatica,8.32,13.2,0.025,NA,NA,88
1126897,2014,Fagus sylvatica,13.56,13.9,0.061,NA,NA,88
1126897,2014,Fagus sylvatica,14.91,14,0.073,NA,NA,88
1126897,2014,Fagus sylvatica,16.16,14.1,0.086,NA,NA,88
1126897,2014,Fagus sylvatica,17.1,14.1,0.1,NA,NA,88
1126897,2014,Fagus sylvatica,24.71,16.2,0.267,NA,NA,156
1126897,2014,Abies alba,48.66,21.9,1.426,NA,NA,28
1126897,2014,Abies alba,66.64,22,2.41,NA,NA,14
1126897,2014,other broadleaved,9.4,10.7,0.018,NA,NA,88
1126897,2014,other broadleaved,11.07,12.5,0.031,NA,NA,88
1126897,2014,other broadleaved,17.08,14.9,0.111,NA,NA,88
1126897,2014,other broadleaved,22.75,15.2,0.194,NA,NA,88
1126897,2015,Fagus sylvatica,6.9,13.1,0.018,NA,NA,176
1126897,2015,Fagus sylvatica,7.75,13.3,0.023,NA,NA,88
1126897,2015,Fagus sylvatica,8.38,13.5,0.026,NA,NA,88
1126897,2015,Fagus sylvatica,13.67,14.3,0.063,NA,NA,88
1126897,2015,Fagus sylvatica,15.03,14.4,0.075,NA,NA,88
1126897,2015,Fagus sylvatica,16.28,14.5,0.088,NA,NA,88
1126897,2015,Fagus sylvatica,17.23,14.5,0.102,NA,NA,88
1126897,2015,Fagus sylvatica,24.98,16.5,0.274,NA,NA,156
1126897,2015,Abies alba,49.63,22.3,1.501,NA,NA,28
1126897,2015,Abies alba,67.73,22.4,2.524,NA,NA,14
1126897,2015,other broadleaved,9.57,11.7,0.019,NA,NA,88
1126897,2015,other broadleaved,11.23,13.3,0.032,NA,NA,88
1126897,2015,other broadleaved,17.26,15.4,0.114,NA,NA,88
1126897,2015,other broadleaved,22.99,15.7,0.2,NA,NA,88
113665,2000,Fagus sylvatica,7.54,6.9,0.013,NA,NA,88
113665,2000,Fagus sylvatica,7.89,7.3,0.016,NA,NA,88
113665,2000,Fagus sylvatica,8.69,7,0.018,NA,NA,88
113665,2000,Fagus sylvatica,12.15,8.2,0.037,NA,NA,88
113665,2000,Fagus sylvatica,14.27,8.4,0.051,NA,NA,88
113665,2000,Fagus sylvatica,11.81,11.3,0.05,NA,NA,88
113665,2000,other broadleaved,8.92,5.9,0.016,NA,NA,88
113665,2000,other broadleaved,10.54,5.1,0.019,NA,NA,88
113665,2000,other broadleaved,7.33,6.9,0.013,NA,NA,88
113665,2000,other broadleaved,7.86,6.4,0.013,NA,NA,1414
113665,2000,other broadleaved,13.49,6.9,0.037,NA,NA,88
113665,2000,other broadleaved,15.68,9.4,0.067,NA,NA,88
113665,2001,Fagus sylvatica,7.97,7.7,0.015,NA,NA,88
113665,2001,Fagus sylvatica,8.32,8.2,0.018,NA,NA,88
113665,2001,Fagus sylvatica,9.16,7.9,0.02,NA,NA,88
113665,2001,Fagus sylvatica,12.75,9.2,0.042,NA,NA,88
113665,2001,Fagus sylvatica,14.95,9.5,0.057,NA,NA,88
113665,2001,Fagus sylvatica,12.32,12.3,0.056,NA,NA,88
113665,2001,other broadleaved,9.24,7,0.017,NA,NA,88
113665,2001,other broadleaved,10.89,6.5,0.021,NA,NA,88
113665,2001,other broadleaved,7.72,7.6,0.014,NA,NA,88
113665,2001,other broadleaved,8.16,7.4,0.014,NA,NA,1414
113665,2001,other broadleaved,14.08,7.9,0.041,NA,NA,88
113665,2001,other broadleaved,16.31,10.4,0.075,NA,NA,88
113665,2002,Fagus sylvatica,8.36,8.4,0.017,NA,NA,88
113665,2002,Fagus sylvatica,8.73,8.9,0.02,NA,NA,88
113665,2002,Fagus sylvatica,9.6,8.7,0.023,NA,NA,88
113665,2002,Fagus sylvatica,13.33,10.2,0.047,NA,NA,88
113665,2002,Fagus sylvatica,15.6,10.5,0.064,NA,NA,88
113665,2002,Fagus sylvatica,12.83,13.1,0.063,NA,NA,88
113665,2002,other broadleaved,9.51,7.9,0.018,NA,NA,88
113665,2002,other broadleaved,11.03,7.2,0.021,NA,NA,88
113665,2002,other broadleaved,8.04,8.2,0.016,NA,NA,88
113665,2002,other broadleaved,8.43,8.2,0.016,NA,NA,1414
113665,2002,other broadleaved,14.58,8.7,0.045,NA,NA,88
113665,2002,other broadleaved,16.89,11.3,0.083,NA,NA,88
113665,2003,Fagus sylvatica,8.64,9.2,0.019,NA,NA,88
113665,2003,Fagus sylvatica,9.11,9.5,0.022,NA,NA,88
113665,2003,Fagus sylvatica,10,9.3,0.025,NA,NA,88
113665,2003,Fagus sylvatica,13.89,11,0.052,NA,NA,88
113665,2003,Fagus sylvatica,16.22,11.4,0.071,NA,NA,88
113665,2003,Fagus sylvatica,13.33,13.9,0.07,NA,NA,88
113665,2003,other broadleaved,9.77,8.8,0.019,NA,NA,88
113665,2003,other broadleaved,11.31,8.2,0.023,NA,NA,88
113665,2003,other broadleaved,8.28,8.9,0.017,NA,NA,88
113665,2003,other broadleaved,8.69,9,0.017,NA,NA,1414
113665,2003,other broadleaved,15.04,9.3,0.048,NA,NA,88
113665,2003,other broadleaved,17.46,12.1,0.09,NA,NA,88
113665,2004,Fagus sylvatica,9.04,9.9,0.021,NA,NA,88
113665,2004,Fagus sylvatica,9.53,10.2,0.025,NA,NA,88
113665,2004,Fagus sylvatica,10.45,10,0.028,NA,NA,88
113665,2004,Fagus sylvatica,14.51,11.9,0.059,NA,NA,88
113665,2004,Fagus sylvatica,16.92,12.3,0.079,NA,NA,88
113665,2004,Fagus sylvatica,13.89,14.8,0.078,NA,NA,88
113665,2004,other broadleaved,10.03,9.5,0.021,NA,NA,88
113665,2004,other broadleaved,11.56,9.1,0.024,NA,NA,88
113665,2004,other broadleaved,8.49,9.6,0.018,NA,NA,88
113665,2004,other broadleaved,8.91,9.7,0.018,NA,NA,1414
113665,2004,other broadleaved,15.48,9.9,0.052,NA,NA,88
113665,2004,other broadleaved,18.01,12.8,0.098,NA,NA,88
113665,2005,Fagus sylvatica,9.3,10.6,0.022,NA,NA,88
113665,2005,Fagus sylvatica,9.89,10.7,0.027,NA,NA,88
113665,2005,Fagus sylvatica,10.82,10.5,0.03,NA,NA,88
113665,2005,Fagus sylvatica,15.07,12.6,0.064,NA,NA,88
113665,2005,Fagus sylvatica,17.54,13.1,0.086,NA,NA,88
113665,2005,Fagus sylvatica,14.42,15.5,0.085,NA,NA,88
113665,2005,other broadleaved,10.3,10.3,0.022,NA,NA,88
113665,2005,other broadleaved,11.82,9.9,0.025,NA,NA,88
113665,2005,other broadleaved,8.71,10.2,0.019,NA,NA,88
113665,2005,other broadleaved,9.15,10.4,0.019,NA,NA,1414
113665,2005,other broadleaved,15.78,10.6,0.055,NA,NA,88
113665,2005,other broadleaved,18.59,13.5,0.106,NA,NA,88
116338,2000,Fagus sylvatica,31.78,13,0.401,NA,NA,39
116338,2000,Quercus robur,7.81,7,0.013,NA,NA,88
116338,2000,Quercus robur,12.52,9.7,0.045,NA,NA,88
116338,2000,other broadleaved,10.42,9,0.028,NA,NA,177
116338,2000,other broadleaved,12.13,9.5,0.04,NA,NA,177
116338,2000,other broadleaved,16.34,13,0.104,NA,NA,177
116338,2000,other broadleaved,17.35,12.8,0.114,NA,NA,354
116338,2000,other broadleaved,22.37,14.3,0.221,NA,NA,216
116338,2000,other broadleaved,20.1,17.6,0.226,NA,NA,177
116338,2001,Fagus sylvatica,31.93,13.1,0.407,NA,NA,39
116338,2001,Quercus robur,7.86,7.1,0.013,NA,NA,88
116338,2001,Quercus robur,12.57,9.7,0.045,NA,NA,88
116338,2001,other broadleaved,10.51,9.5,0.029,NA,NA,177
116338,2001,other broadleaved,12.23,9.9,0.041,NA,NA,177
116338,2001,other broadleaved,16.45,13.3,0.106,NA,NA,177
116338,2001,other broadleaved,17.46,13,0.117,NA,NA,354
116338,2001,other broadleaved,22.56,14.6,0.225,NA,NA,216
116338,2001,other broadleaved,20.3,17.9,0.233,NA,NA,177
116338,2002,Fagus sylvatica,32.08,13.4,0.41,NA,NA,39
116338,2002,Quercus robur,7.94,7.3,0.014,NA,NA,88
116338,2002,Quercus robur,12.64,9.7,0.046,NA,NA,88
116338,2002,other broadleaved,10.59,10,0.03,NA,NA,177
116338,2002,other broadleaved,12.31,10.4,0.041,NA,NA,177
116338,2002,other broadleaved,16.54,13.5,0.107,NA,NA,177
116338,2002,other broadleaved,17.56,13.3,0.118,NA,NA,354
116338,2002,other broadleaved,22.74,14.9,0.231,NA,NA,216
116338,2002,other broadleaved,20.49,18.2,0.239,NA,NA,177
116338,2003,Fagus sylvatica,32.23,13.7,0.415,NA,NA,39
116338,2003,Quercus robur,8.02,7.6,0.014,NA,NA,88
116338,2003,Quercus robur,12.71,9.7,0.047,NA,NA,88
116338,2003,other broadleaved,10.66,10.4,0.03,NA,NA,177
116338,2003,other broadleaved,12.4,10.8,0.042,NA,NA,177
116338,2003,other broadleaved,16.65,13.7,0.11,NA,NA,177
116338,2003,other broadleaved,17.66,13.6,0.12,NA,NA,354
116338,2003,other broadleaved,22.93,15.1,0.236,NA,NA,216
116338,2003,other broadleaved,20.69,18.6,0.246,NA,NA,177
116338,2004,Fagus sylvatica,32.4,14.1,0.42,NA,NA,39
116338,2004,Quercus robur,8.11,7.9,0.015,NA,NA,88
116338,2004,Quercus robur,12.78,9.8,0.047,NA,NA,88
116338,2004,other broadleaved,10.76,11.1,0.031,NA,NA,177
116338,2004,other broadleaved,12.51,11.4,0.043,NA,NA,177
116338,2004,other broadleaved,16.76,14,0.111,NA,NA,177
116338,2004,other broadleaved,17.78,13.9,0.123,NA,NA,354
116338,2004,other broadleaved,23.14,15.4,0.242,NA,NA,216
116338,2004,other broadleaved,20.93,18.9,0.253,NA,NA,177
116338,2005,Fagus sylvatica,32.61,14.4,0.426,NA,NA,39
116338,2005,Quercus robur,8.21,8.3,0.015,NA,NA,88
116338,2005,Quercus robur,12.85,10,0.048,NA,NA,88
116338,2005,other broadleaved,10.87,11.6,0.032,NA,NA,177
116338,2005,other broadleaved,12.62,11.9,0.045,NA,NA,177
116338,2005,other broadleaved,16.88,14.3,0.114,NA,NA,177
116338,2005,other broadleaved,17.89,14.3,0.125,NA,NA,354
116338,2005,other broadleaved,23.37,15.7,0.249,NA,NA,216
116338,2005,other broadleaved,21.18,19.3,0.261,NA,NA,177
124223,2000,Fagus sylvatica,26.55,12.5,0.264,NA,NA,39
124223,2000,Fagus sylvatica,42.6,27.8,1.714,NA,NA,42
124223,2000,Picea abies,10.9,5.4,0.018,NA,NA,88
124223,2000,Picea abies,30.14,19.9,0.514,NA,NA,39
124223,2000,Picea abies,51.1,32,2.312,NA,NA,28
124223,2000,Abies alba,14.38,11.1,0.077,NA,NA,88
124223,2000,Abies alba,16.98,13.7,0.133,NA,NA,88
124223,2000,Abies alba,24.93,22,0.464,NA,NA,39
124223,2000,Abies alba,55.39,32.5,2.98,NA,NA,98
124223,2001,Fagus sylvatica,26.69,13,0.267,NA,NA,39
124223,2001,Fagus sylvatica,42.72,27.8,1.724,NA,NA,42
124223,2001,Picea abies,10.9,5.4,0.018,NA,NA,88
124223,2001,Picea abies,30.13,19.9,0.514,NA,NA,39
124223,2001,Picea abies,51.09,32,2.306,NA,NA,28
124223,2001,Abies alba,14.61,12.1,0.08,NA,NA,88
124223,2001,Abies alba,17.24,14.5,0.138,NA,NA,88
124223,2001,Abies alba,25.17,22.1,0.476,NA,NA,39
124223,2001,Abies alba,55.72,32.5,3.034,NA,NA,98
124223,2002,Fagus sylvatica,26.84,13.6,0.27,NA,NA,39
124223,2002,Fagus sylvatica,42.83,27.8,1.738,NA,NA,42
124223,2002,Picea abies,10.9,5.4,0.018,NA,NA,88
124223,2002,Picea abies,29.48,27,0.472,NA,NA,39
124223,2002,Picea abies,51.01,32,2.33,NA,NA,28
124223,2002,Abies alba,14.86,12.8,0.083,NA,NA,88
124223,2002,Abies alba,17.52,15.1,0.143,NA,NA,88
124223,2002,Abies alba,25.35,22.6,0.485,NA,NA,39
124223,2002,Abies alba,56.01,32.5,3.08,NA,NA,98
124223,2003,Fagus sylvatica,27,14.2,0.273,NA,NA,39
124223,2003,Fagus sylvatica,42.93,27.9,1.743,NA,NA,42
124223,2003,Picea abies,10.9,5.8,0.018,NA,NA,88
124223,2003,Picea abies,29.46,28.2,0.469,NA,NA,39
124223,2003,Picea abies,50.4,38.4,2.261,NA,NA,28
124223,2003,Abies alba,15.08,13.2,0.086,NA,NA,88
124223,2003,Abies alba,17.75,15.5,0.149,NA,NA,88
124223,2003,Abies alba,25.52,22.7,0.493,NA,NA,39
124223,2003,Abies alba,56.22,32.5,3.108,NA,NA,98
124223,2004,Fagus sylvatica,27.2,15,0.278,NA,NA,39
124223,2004,Fagus sylvatica,43.04,28.1,1.753,NA,NA,42
124223,2004,Picea abies,10.9,6.4,0.018,NA,NA,88
124223,2004,Picea abies,29.6,28.9,0.476,NA,NA,39
124223,2004,Picea abies,50.53,39.3,2.355,NA,NA,28
124223,2004,Abies alba,15.37,14,0.091,NA,NA,88
124223,2004,Abies alba,18.06,16.1,0.156,NA,NA,88
124223,2004,Abies alba,25.73,23.1,0.505,NA,NA,39
124223,2004,Abies alba,56.53,32.5,3.162,NA,NA,98
124223,2005,Fagus sylvatica,27.36,15.5,0.281,NA,NA,39
124223,2005,Fagus sylvatica,43.15,28.3,1.763,NA,NA,42
124223,2005,Picea abies,10.9,6.7,0.019,NA,NA,88
124223,2005,Picea abies,29.75,29.2,0.483,NA,NA,39
124223,2005,Picea abies,50.71,39.3,2.463,NA,NA,28
124223,2005,Abies alba,15.66,14.8,0.096,NA,NA,88
124223,2005,Abies alba,18.39,16.7,0.163,NA,NA,88
124223,2005,Abies alba,25.94,23.4,0.514,NA,NA,39
124223,2005,Abies alba,56.82,32.5,3.209,NA,NA,98
124697,2000,Fagus sylvatica,37.09,28.3,1.357,NA,NA,95
